"","Station","Time(Ent)","Forecast(Ent)","Validation(Ent)","Actual(Ent)","Time(Ext)","Forecast(Ext)","Validation(Ext)","Actual(Ext)","Time(Trf)","Forecast(Trf)","Validation(Trf)","Actual(Trf)"
"79","50 ST","2017-08-06 00:00:00",2381.37253486509,2591.61633686379,2262.25,"2017-08-06 00:00:00",1141.88475554317,1083.36736920244,895,"2017-08-06 00:00:00",26.723258234306,23.1681017678943,21.9253472222222
"80","50 ST","2017-08-06 04:00:00",870.626439774214,792.636784521719,430.25,"2017-08-06 04:00:00",614.191330330639,589.700951135316,144.5,"2017-08-06 04:00:00",11.4671575816091,8.39742913608511,3.99131944444444
"81","50 ST","2017-08-06 08:00:00",888.335090914665,934.228490934584,467.5,"2017-08-06 08:00:00",1227.74023379155,1295.30428776007,1164.25,"2017-08-06 08:00:00",16.7002463654007,13.5954809822772,11.3315972222222
"82","50 ST","2017-08-06 12:00:00",2036.52721511878,1815.58493040042,1917.25,"2017-08-06 12:00:00",2388.72069189678,2774.27670125232,3096.25,"2017-08-06 12:00:00",35.804212868833,34.6128438198793,34.8159722222222
"83","50 ST","2017-08-06 16:00:00",2580.57155524327,2154.98369100328,2647.5,"2017-08-06 16:00:00",1593.83260341416,1762.24408160892,1709,"2017-08-06 16:00:00",32.0234208133536,25.4656370561215,30.2534722222222
"84","50 ST","2017-08-06 20:00:00",4080.43083063088,4723.52215476851,4555.25,"2017-08-06 20:00:00",2007.33544283728,1931.66168955454,2429.25,"2017-08-06 20:00:00",47.2923495402979,47.8648381929647,48.5034722222222
"85","FULTON ST","2017-08-05 01:00:00",1165.38463158494,1853.57837084692,1241,"2017-08-05 01:00:00",569.676274689624,887.806405970227,459.75,"2017-08-05 01:00:00",8.948292655162,14.5686961314172,8.50375
"86","FULTON ST","2017-08-05 05:00:00",108.777151745596,307.73144840945,80,"2017-08-05 05:00:00",427.467208757014,490.395962459604,73,"2017-08-05 05:00:00",1.57044567156526,3.9649236641504,0.765
"87","FULTON ST","2017-08-05 09:00:00",1458.7752067048,2208.18219075711,1909,"2017-08-05 09:00:00",2849.10910796452,3495.52920866108,3639,"2017-08-05 09:00:00",21.2086227064682,30.0073011879276,27.74
"88","FULTON ST","2017-08-05 13:00:00",2061.42742335848,2235.28852297823,2284.5,"2017-08-05 13:00:00",2635.75886796367,2817.54797523511,3582.75,"2017-08-05 13:00:00",24.3221866878936,26.3729932295933,29.33625
"89","FULTON ST","2017-08-05 17:00:00",4136.93132593031,4007.47335154284,4220.5,"2017-08-05 17:00:00",1996.81837392618,1871.25835500256,2104,"2017-08-05 17:00:00",29.4455111486963,29.2657925238279,31.6225
"90","FULTON ST","2017-08-05 21:00:00",5018.56440814019,6423.30677337664,7093,"2017-08-05 21:00:00",1960.4310028617,2342.63255133419,2304.25,"2017-08-05 21:00:00",35.5084476213047,42.4939741850005,46.98625
"91","FULTON ST","2017-08-06 01:00:00",2079.20977564182,1826.27176351005,1419,"2017-08-06 01:00:00",787.473496097165,1067.44695596881,464,"2017-08-06 01:00:00",17.4995385262858,12.5427405908185,9.415
"92","FULTON ST","2017-08-06 05:00:00",1229.38897701682,360.11923281042,106.75,"2017-08-06 05:00:00",720.643560989107,773.215281703591,66.5,"2017-08-06 05:00:00",11.045205687777,3.33348209438095,0.86625
"93","FULTON ST","2017-08-06 09:00:00",2367.40986406007,2081.75134683872,1798.25,"2017-08-06 09:00:00",2482.14145769323,2904.98582053616,3287.25,"2017-08-06 09:00:00",29.2766590486679,26.5739345281623,25.4275
"94","FULTON ST","2017-08-06 13:00:00",2935.21457135146,2049.97569225084,2230.75,"2017-08-06 13:00:00",2404.82130632276,2509.30887486981,3114.75,"2017-08-06 13:00:00",31.7729293887359,23.8546181689347,26.7275
"95","FULTON ST","2017-08-06 17:00:00",4732.45221057783,3630.44060913141,4762.5,"2017-08-06 17:00:00",1877.82429198794,1788.79675649558,2168.75,"2017-08-06 17:00:00",36.5633803130318,26.3778545668147,34.65625
"96","FULTON ST","2017-08-06 21:00:00",5525.3318781943,5718.74022418421,5603.75,"2017-08-06 21:00:00",1827.54899244913,2030.4967800622,2047.75,"2017-08-06 21:00:00",41.9478707840521,38.532855859615,38.2575
"97","145 ST","2017-08-05 00:00:00",979.566888374097,871.167123943856,628.5,"2017-08-05 00:00:00",1566.09354302799,1602.91670412323,1495.75,"2017-08-05 00:00:00",36.8338368710424,31.8688159788831,27.9506578947368
"98","145 ST","2017-08-05 04:00:00",216.793534381458,182.605529552157,74,"2017-08-05 04:00:00",378.417223018173,434.78556721201,288.5,"2017-08-05 04:00:00",10.6262447097046,8.69698139624157,4.76973684210526
"99","145 ST","2017-08-05 08:00:00",1432.80096621604,1546.93757551837,1429.25,"2017-08-05 08:00:00",430.693953841334,454.347722723671,377.25,"2017-08-05 08:00:00",20.9591202741322,22.4342039260968,23.7697368421053
"100","145 ST","2017-08-05 12:00:00",2591.47091528924,2957.13377494867,NA,"2017-08-05 12:00:00",910.333590972612,1058.70972796787,NA,"2017-08-05 12:00:00",46.2211659134399,50.9045425003171,NA
"101","145 ST","2017-08-05 16:00:00",1684.80679286839,1939.25225086249,2316.375,"2017-08-05 16:00:00",1243.97075865075,1553.32958444437,1137.125,"2017-08-05 16:00:00",40.7319401605134,44.8059920116499,22.7203947368421
"102","145 ST","2017-08-05 20:00:00",1876.30192209401,1827.81244310953,1805.5,"2017-08-05 20:00:00",2159.1615560107,2303.10082344843,2432.5,"2017-08-05 20:00:00",51.0182235990634,52.3118798463626,55.7631578947368
"103","145 ST","2017-08-06 00:00:00",974.825571475589,970.790263253162,744.75,"2017-08-06 00:00:00",1584.03147682059,1546.95449732287,1637.75,"2017-08-06 00:00:00",35.1995433005246,31.612978154448,31.3486842105263
"104","145 ST","2017-08-06 04:00:00",260.556982736444,324.781564397829,94.5,"2017-08-06 04:00:00",505.51573837233,486.715746833153,324.25,"2017-08-06 04:00:00",15.5660129022136,10.1855846588999,5.50986842105263
"105","145 ST","2017-08-06 08:00:00",1360.52609928033,1529.07015333632,1351,"2017-08-06 08:00:00",553.055696558142,504.181294758582,378.75,"2017-08-06 08:00:00",24.5272275110494,22.8890367628761,22.7598684210526
"106","145 ST","2017-08-06 12:00:00",2323.59212911046,2700.54493429639,2633,"2017-08-06 12:00:00",988.692284258251,1052.3004332697,905.25,"2017-08-06 12:00:00",44.1059409730106,49.2167462264262,46.5559210526316
"107","145 ST","2017-08-06 16:00:00",1659.74232413728,1867.70078155415,1819.25,"2017-08-06 16:00:00",1291.71547039428,1500.93279296233,1271.75,"2017-08-06 16:00:00",41.4402155891367,43.5771656550907,40.6710526315789
"108","145 ST","2017-08-06 20:00:00",1696.75864611287,1674.75152974141,1860.25,"2017-08-06 20:00:00",2122.89062521509,2181.07264345182,2279,"2017-08-06 20:00:00",52.9619472014741,50.5181707550508,54.4638157894737
"109","116 ST","2017-08-05 01:00:00",774.804088810575,623.501100504178,506.75,"2017-08-05 01:00:00",511.597376644547,556.612126981401,450.5,"2017-08-05 01:00:00",13.8460003670624,12.1522160809826,10.8778409090909
"110","116 ST","2017-08-05 05:00:00",346.793043398309,218.14051429834,90.75,"2017-08-05 05:00:00",149.076110984919,185.138573241617,80.25,"2017-08-05 05:00:00",5.116000033931,4.91590966240167,1.94318181818182
"111","116 ST","2017-08-05 09:00:00",1730.5922906694,1995.72100851718,2016.25,"2017-08-05 09:00:00",512.947654341079,560.803312991425,566.25,"2017-08-05 09:00:00",26.1634143114973,28.9620550384993,29.3465909090909
"112","116 ST","2017-08-05 13:00:00",1648.41657815814,1793.06221671888,1859,"2017-08-05 13:00:00",672.751486581394,649.460415164499,675.75,"2017-08-05 13:00:00",27.3757355153835,28.5397766446741,28.8039772727273
"113","116 ST","2017-08-05 17:00:00",1896.36682042763,1832.54103307705,1924.5,"2017-08-05 17:00:00",990.151135419116,934.018994306863,967.5,"2017-08-05 17:00:00",33.5648163006862,31.8127004874661,32.8636363636364
"114","116 ST","2017-08-05 21:00:00",1866.66541511234,1623.61616636588,1778,"2017-08-05 21:00:00",1079.34255206312,1103.66160286352,1191.5,"2017-08-05 21:00:00",34.0883144684786,31.8009845264517,33.7443181818182
"115","116 ST","2017-08-06 01:00:00",797.112469665051,763.067420857415,538.25,"2017-08-06 01:00:00",523.898201405314,567.113308897762,497.75,"2017-08-06 01:00:00",13.8827791008337,13.3589550777534,11.7727272727273
"116","116 ST","2017-08-06 05:00:00",447.814558997181,410.081165294377,98,"2017-08-06 05:00:00",181.151450472219,247.374310694217,85.75,"2017-08-06 05:00:00",6.28517706078883,7.25508257531173,2.08806818181818
"117","116 ST","2017-08-06 09:00:00",1603.91938257251,1890.57389241191,1801.25,"2017-08-06 09:00:00",521.378770672343,567.165158222356,522,"2017-08-06 09:00:00",24.9593343391521,28.134600803184,26.4005681818182
"118","116 ST","2017-08-06 13:00:00",1517.2002597668,1718.70118428038,1744.25,"2017-08-06 13:00:00",675.323625839248,639.558021997449,677,"2017-08-06 13:00:00",25.9645287912865,27.891925259143,27.5142045454545
"119","116 ST","2017-08-06 17:00:00",1711.24142887761,1754.97825221158,1995.75,"2017-08-06 17:00:00",970.991174248528,875.332560398636,1025.75,"2017-08-06 17:00:00",31.204207565232,30.765462084328,34.3352272727273
"120","116 ST","2017-08-06 21:00:00",1680.10163063419,1584.96017340125,1936.25,"2017-08-06 21:00:00",1053.08297856157,1004.91305910347,1123.75,"2017-08-06 21:00:00",31.5992532048152,30.4610736100194,34.7727272727273
"121","ATL AV-BARCLAY","2017-08-05 00:00:00",1409.67150301957,2051.99211354505,2069,"2017-08-05 00:00:00",1165.15276534828,1623.22395162012,1517.25,"2017-08-05 00:00:00",14.1419729045529,17.2054325353038,18.6783854166667
"122","ATL AV-BARCLAY","2017-08-05 04:00:00",438.684273763379,451.036718920306,301.25,"2017-08-05 04:00:00",339.536606223447,296.803366600872,227.75,"2017-08-05 04:00:00",3.77548830404417,4.53216422734246,2.75520833333333
"123","ATL AV-BARCLAY","2017-08-05 08:00:00",684.558643690787,746.155748195677,654.5,"2017-08-05 08:00:00",585.182561093136,746.689535304261,562,"2017-08-05 08:00:00",6.4964852685879,7.44208768712189,6.3359375
"124","ATL AV-BARCLAY","2017-08-05 12:00:00",1745.85281614144,1983.1787079142,2150.75,"2017-08-05 12:00:00",1294.2382183369,1170.08952817883,1279.5,"2017-08-05 12:00:00",16.1577099174034,17.2432971172789,17.8658854166667
"125","ATL AV-BARCLAY","2017-08-05 16:00:00",1830.37004043903,1611.3322299383,1721.75,"2017-08-05 16:00:00",2212.96537687867,1865.62495774175,1965.5,"2017-08-05 16:00:00",20.3211403889388,17.9075902925342,19.2044270833333
"126","ATL AV-BARCLAY","2017-08-05 20:00:00",2632.56238256578,2329.62768491069,2704.25,"2017-08-05 20:00:00",3597.05387258253,4703.51577865402,4250,"2017-08-05 20:00:00",32.6355316213858,36.8528615862938,36.2200520833333
"127","ATL AV-BARCLAY","2017-08-06 00:00:00",1527.30902830796,1926.01132545914,1209,"2017-08-06 00:00:00",1222.72985994886,1667.50567445707,1109.75,"2017-08-06 00:00:00",15.2419995023789,17.0332703744052,12.0768229166667
"128","ATL AV-BARCLAY","2017-08-06 04:00:00",695.981676174911,561.082361312732,182.5,"2017-08-06 04:00:00",462.098828308882,329.233436849413,293.75,"2017-08-06 04:00:00",6.11752283764505,5.00001631971474,2.48046875
"129","ATL AV-BARCLAY","2017-08-06 08:00:00",906.725965337316,815.724430411532,528.75,"2017-08-06 08:00:00",689.034894598679,841.08243037541,517.25,"2017-08-06 08:00:00",8.6012822861612,7.70165430215191,5.44791666666667
"130","ATL AV-BARCLAY","2017-08-06 12:00:00",1815.5456984864,1874.74536969172,1800.5,"2017-08-06 12:00:00",1341.25373954616,1148.47704362884,1297.5,"2017-08-06 12:00:00",17.4684216223504,16.7554631763003,16.1354166666667
"131","ATL AV-BARCLAY","2017-08-06 16:00:00",1888.8693060472,1559.4101665845,1915.25,"2017-08-06 16:00:00",2187.44400720704,1861.80176511095,2287.75,"2017-08-06 16:00:00",21.5363663587696,17.3576868439121,21.890625
"132","ATL AV-BARCLAY","2017-08-06 20:00:00",2576.19883471128,2174.92492096492,2860.5,"2017-08-06 20:00:00",3461.1449125038,4420.25695648745,3793,"2017-08-06 20:00:00",32.6566840945673,34.8102102786119,34.6536458333333
"133","W 4 ST-WASH SQ","2017-08-05 01:00:00",1890.77242461164,1007.72135248957,1808.25,"2017-08-05 01:00:00",811.103986564856,765.155392650554,599,"2017-08-05 01:00:00",37.4951417138296,30.1774913034145,31.6743421052632
"134","W 4 ST-WASH SQ","2017-08-05 05:00:00",352.578164730491,63.0112759994624,185.75,"2017-08-05 05:00:00",244.826745024377,249.24912198999,91.75,"2017-08-05 05:00:00",8.91989313599584,7.07516636052787,3.65131578947368
"135","W 4 ST-WASH SQ","2017-08-05 09:00:00",865.142534625363,596.904650110392,1045.75,"2017-08-05 09:00:00",1412.3627811676,1586.00027148221,1538.25,"2017-08-05 09:00:00",32.2975354309513,34.4662658249069,34
"136","W 4 ST-WASH SQ","2017-08-05 13:00:00",1290.24329870822,1277.05662259743,1390,"2017-08-05 13:00:00",2149.42754929671,2185.25580165523,2008.5,"2017-08-05 13:00:00",45.7602488099493,46.4315915833383,44.7171052631579
"137","W 4 ST-WASH SQ","2017-08-05 17:00:00",2322.49463385057,1863.31185676784,2292.25,"2017-08-05 17:00:00",2087.01116630039,1603.48764046529,1870,"2017-08-05 17:00:00",58.2372025678993,47.3428786178844,54.7664473684211
"138","W 4 ST-WASH SQ","2017-08-05 21:00:00",2918.86106391147,1793.37732704665,3172.75,"2017-08-05 21:00:00",2573.57209192473,2334.12696379385,2694.75,"2017-08-05 21:00:00",71.863401202445,57.5832490148107,77.203947368421
"139","W 4 ST-WASH SQ","2017-08-06 01:00:00",2035.33815157131,951.594696402586,2006,"2017-08-06 01:00:00",806.495421688607,830.273197154954,703.75,"2017-08-06 01:00:00",37.0786240116375,31.4101501347718,35.6546052631579
"140","W 4 ST-WASH SQ","2017-08-06 05:00:00",588.674462762848,79.9460014966153,248.5,"2017-08-06 05:00:00",289.763526478471,358.033227667529,91,"2017-08-06 05:00:00",11.0904121366158,10.4311201084981,4.46710526315789
"141","W 4 ST-WASH SQ","2017-08-06 09:00:00",1072.43329041473,604.277125946972,898.75,"2017-08-06 09:00:00",1365.78321902803,1584.82176784021,1358.5,"2017-08-06 09:00:00",32.2564066197383,35.1090645517623,29.7006578947368
"142","W 4 ST-WASH SQ","2017-08-06 13:00:00",1470.56607395885,1241.96904985151,1280.5,"2017-08-06 13:00:00",2044.62970266678,2134.72801675429,2240,"2017-08-06 13:00:00",44.5915005362388,45.9377860244921,46.3223684210526
"143","W 4 ST-WASH SQ","2017-08-06 17:00:00",2442.30780300545,1804.44216356312,2415.25,"2017-08-06 17:00:00",1987.25731435084,1600.96715039674,2203.5,"2017-08-06 17:00:00",56.0225169780712,46.6761967865829,60.7730263157895
"144","W 4 ST-WASH SQ","2017-08-06 21:00:00",3002.47696986443,1738.95423195539,3033.25,"2017-08-06 21:00:00",2435.19529716318,2271.34660557497,2683.5,"2017-08-06 21:00:00",68.2369316270253,55.586624962031,75.2203947368421
"145","14 ST","2017-08-05 00:00:00",1795.5549774909,1660.93648426617,1661.75,"2017-08-05 00:00:00",833.40217117775,819.699996297362,634.75,"2017-08-05 00:00:00",18.759328110551,18.7413720323372,17.3977272727273
"146","14 ST","2017-08-05 04:00:00",340.933261404377,374.965143927247,200.75,"2017-08-05 04:00:00",201.622822026769,277.424364471412,97.75,"2017-08-05 04:00:00",4.46816048867514,4.98732780827041,2.26136363636364
"147","14 ST","2017-08-05 08:00:00",358.197991982945,443.173714598299,330.5,"2017-08-05 08:00:00",669.818728414284,782.410931641166,658.25,"2017-08-05 08:00:00",8.35963030709506,9.40692327171151,7.4905303030303
"148","14 ST","2017-08-05 12:00:00",1308.24546623258,1530.29045779694,1545,"2017-08-05 12:00:00",2049.17432376856,2368.90346757153,2485.5,"2017-08-05 12:00:00",26.1125831922329,29.0941006592257,30.5340909090909
"149","14 ST","2017-08-05 16:00:00",1765.41603556585,1569.93370340547,1730.25,"2017-08-05 16:00:00",1617.35761773597,1444.42371200707,1578.25,"2017-08-05 16:00:00",25.4335679808684,22.9670765577834,25.0643939393939
"150","14 ST","2017-08-05 20:00:00",3051.8250492612,3282.86435721623,3534,"2017-08-05 20:00:00",2002.31375636791,2212.45997389674,2341,"2017-08-05 20:00:00",38.3883384823384,40.5650966191887,44.5075757575758
"151","14 ST","2017-08-06 00:00:00",1903.85168385323,1595.30854868998,1826.75,"2017-08-06 00:00:00",966.615941896607,847.927095744074,720.75,"2017-08-06 00:00:00",19.306594251166,18.3875513700149,19.2992424242424
"152","14 ST","2017-08-06 04:00:00",587.246289353906,436.293887722647,251,"2017-08-06 04:00:00",422.378262388582,383.725923309314,103,"2017-08-06 04:00:00",6.54871230642638,6.30002769093506,2.68181818181818
"153","14 ST","2017-08-06 08:00:00",603.28939497686,500.32459831473,289.75,"2017-08-06 08:00:00",818.508272234758,798.573310836382,629.75,"2017-08-06 08:00:00",10.0177701523479,10.2931652884755,6.96590909090909
"154","14 ST","2017-08-06 12:00:00",1463.9449248603,1484.24694914338,1346.25,"2017-08-06 12:00:00",2027.96880175453,2146.31439625464,2192.5,"2017-08-06 12:00:00",25.8559798521187,27.8314547258226,26.8087121212121
"155","14 ST","2017-08-06 16:00:00",1877.92798967667,1519.98128186158,1851.25,"2017-08-06 16:00:00",1643.87545304669,1374.30255299404,1689,"2017-08-06 16:00:00",25.2496295417865,22.3921649426599,26.8200757575758
"156","14 ST","2017-08-06 20:00:00",3043.21857568959,3068.70892742913,3268.75,"2017-08-06 20:00:00",1979.08301066489,2002.08609153536,2124.75,"2017-08-06 20:00:00",36.8078544791639,38.0507214695628,40.8598484848485
"157","8 AV","2017-08-05 01:00:00",1226.35747881893,1177.56489351572,1021.75,"2017-08-05 01:00:00",859.075127314815,885.694025281,667,"2017-08-05 01:00:00",35.5186309903141,32.2244743239929,28.1458333333333
"158","8 AV","2017-08-05 05:00:00",394.262230260705,355.822630240215,166.75,"2017-08-05 05:00:00",141.225341154225,223.71955158936,87.5,"2017-08-05 05:00:00",8.76954566435464,8.46086945773936,4.2375
"159","8 AV","2017-08-05 09:00:00",857.159153496668,1062.70296474578,1011.5,"2017-08-05 09:00:00",892.421977036138,996.798126631829,1021.5,"2017-08-05 09:00:00",30.1882420310633,34.9384145932153,33.8833333333333
