,Station,Time,Forecast(Entry/h),",Forecast(Exit/h)",Forecast(Traffic/h_turnstl)
335,FULTON ST,8/11/2017 17:00,2957.328833,1580.961681,24.01208286
336,FULTON ST,8/11/2017 21:00,3370.86195,1571.109105,27.31228801
337,145 ST,8/5/2017 0:00,979.5668884,1566.093543,36.83383687
338,145 ST,8/5/2017 4:00,216.7935344,378.417223,10.62624471
339,145 ST,8/5/2017 8:00,1432.800966,430.6939538,20.95912027
340,145 ST,8/5/2017 12:00,2591.470915,910.333591,46.22116591
341,145 ST,8/5/2017 16:00,1684.806793,1243.970759,40.73194016
342,145 ST,8/5/2017 20:00,1876.301922,2159.161556,51.0182236
343,145 ST,8/6/2017 0:00,974.8255715,1584.031477,35.1995433
344,145 ST,8/6/2017 4:00,260.5569827,505.5157384,15.5660129
345,145 ST,8/6/2017 8:00,1360.526099,553.0556966,24.52722751
346,145 ST,8/6/2017 12:00,2323.592129,988.6922843,44.10594097
347,145 ST,8/6/2017 16:00,1659.742324,1291.71547,41.44021559
348,145 ST,8/6/2017 20:00,1696.758646,2122.890625,52.9619472
349,145 ST,8/7/2017 0:00,1020.251856,1533.259282,34.25119056
350,145 ST,8/7/2017 4:00,362.3961536,553.7664193,15.23899123
351,145 ST,8/7/2017 8:00,1372.827062,596.9430801,26.16519783
352,145 ST,8/7/2017 12:00,2257.07439,992.5839512,43.87981485
353,145 ST,8/7/2017 16:00,1596.575259,1267.786509,39.1074348
354,145 ST,8/7/2017 20:00,1688.878649,2022.650396,50.8816743
355,145 ST,8/8/2017 0:00,1068.465993,1486.195894,35.19413619
356,145 ST,8/8/2017 4:00,475.2380095,596.6318528,16.10263761
357,145 ST,8/8/2017 8:00,1379.525683,635.8444294,25.48949736
358,145 ST,8/8/2017 12:00,2153.53891,995.1609147,43.4565839
359,145 ST,8/8/2017 16:00,1604.306438,1245.096708,38.94362826
360,145 ST,8/8/2017 20:00,1647.710578,1930.655373,48.3050616
361,145 ST,8/9/2017 0:00,1105.453956,1442.495354,34.60451712
362,145 ST,8/9/2017 4:00,570.019924,634.6035699,18.0492413
363,145 ST,8/9/2017 8:00,1387.064977,670.2159796,25.63410211
364,145 ST,8/9/2017 12:00,2089.837221,996.5430607,41.70072346
365,145 ST,8/9/2017 16:00,1574.880284,1223.531861,38.63841975
366,145 ST,8/9/2017 20:00,1633.800697,1846.14832,47.15931438
367,145 ST,8/10/2017 0:00,1142.730154,1401.848789,33.64450574
368,145 ST,8/10/2017 4:00,662.1036691,668.1308047,18.89173047
369,145 ST,8/10/2017 8:00,1393.934363,700.4735838,26.47854351
370,145 ST,8/10/2017 12:00,2019.152182,996.8400688,40.5790332
371,145 ST,8/10/2017 16:00,1570.217734,1202.988674,37.48675288
372,145 ST,8/10/2017 20:00,1611.039436,1768.44175,45.99238976
373,145 ST,8/11/2017 0:00,1175.389448,1363.975807,33.53246055
374,145 ST,8/11/2017 4:00,743.339992,697.6216107,19.40439575
375,145 ST,8/11/2017 8:00,1401.69335,726.9949491,26.64125609
376,145 ST,8/11/2017 12:00,1965.688657,996.1515667,39.98649617
377,145 ST,8/11/2017 16:00,1555.543713,1183.373349,36.74233527
378,145 ST,8/11/2017 20:00,1598.682567,1696.911299,44.36373024
379,116 ST,8/5/2017 1:00,774.8040888,511.5973766,13.84600037
380,116 ST,8/5/2017 5:00,346.7930434,149.076111,5.116000034
381,116 ST,8/5/2017 9:00,1730.592291,512.9476543,26.16341431
382,116 ST,8/5/2017 13:00,1648.416578,672.7514866,27.37573552
383,116 ST,8/5/2017 17:00,1896.36682,990.1511354,33.5648163
384,116 ST,8/5/2017 21:00,1866.665415,1079.342552,34.08831447
385,116 ST,8/6/2017 1:00,797.1124697,523.8982014,13.8827791
386,116 ST,8/6/2017 5:00,447.814559,181.1514505,6.285177061
387,116 ST,8/6/2017 9:00,1603.919383,521.3787707,24.95933434
388,116 ST,8/6/2017 13:00,1517.20026,675.3236258,25.96452879
389,116 ST,8/6/2017 17:00,1711.241429,970.9911742,31.20420757
390,116 ST,8/6/2017 21:00,1680.101631,1053.082979,31.5992532
391,116 ST,8/7/2017 1:00,870.1833781,528.7624055,14.79078937
392,116 ST,8/7/2017 5:00,582.4234399,207.7539509,7.869090322
393,116 ST,8/7/2017 9:00,1561.913194,525.1175365,24.60491753
394,116 ST,8/7/2017 13:00,1491.956354,669.352989,25.55268445
395,116 ST,8/7/2017 17:00,1655.091075,944.7800005,30.42554565
396,116 ST,8/7/2017 21:00,1626.656139,1021.626787,30.82594726
397,116 ST,8/8/2017 1:00,944.5930959,532.0246929,15.67611544
398,116 ST,8/8/2017 5:00,700.8674915,231.9290439,9.590258092
399,116 ST,8/8/2017 9:00,1525.450924,528.4936362,24.4906601
400,116 ST,8/8/2017 13:00,1467.284755,663.2784431,25.301185
401,116 ST,8/8/2017 17:00,1605.592049,920.4409564,29.51654624
402,116 ST,8/8/2017 21:00,1582.291457,992.2749304,29.84052526
403,116 ST,8/9/2017 1:00,1010.458734,534.9371977,16.44061501
404,116 ST,8/9/2017 5:00,805.0140015,254.6192432,10.94037383
405,116 ST,8/9/2017 9:00,1498.947617,531.6320784,24.27520441
406,116 ST,8/9/2017 13:00,1449.694854,657.5107613,25.02384494
407,116 ST,8/9/2017 17:00,1566.053569,897.6772037,28.88246106
408,116 ST,8/9/2017 21:00,1546.498023,964.7844458,29.19514673
409,116 ST,8/10/2017 1:00,1067.462485,537.5626146,17.17007389
410,116 ST,8/10/2017 5:00,894.5952705,275.7466585,12.30500637
411,116 ST,8/10/2017 9:00,1478.934975,534.4778232,24.1907726
412,116 ST,8/10/2017 13:00,1437.450724,652.0421671,24.84184962
413,116 ST,8/10/2017 17:00,1535.376074,876.3518121,28.22115818
414,116 ST,8/10/2017 21:00,1518.862942,939.0312346,28.48402409
415,116 ST,8/11/2017 1:00,1117.803162,539.9416967,17.81755766
416,116 ST,8/11/2017 5:00,972.2505623,295.4117302,13.44128328
417,116 ST,8/11/2017 9:00,1464.278277,537.0618591,24.06887039
418,116 ST,8/11/2017 13:00,1429.367647,646.8633489,24.66236149
419,116 ST,8/11/2017 17:00,1511.83187,856.3638094,27.72590308
420,116 ST,8/11/2017 21:00,1497.929476,914.9053305,27.97201914
421,ATL AV-BARCLAY,8/5/2017 0:00,1409.671503,1165.152765,14.1419729
422,ATL AV-BARCLAY,8/5/2017 4:00,438.6842738,339.5366062,3.775488304
423,ATL AV-BARCLAY,8/5/2017 8:00,684.5586437,585.1825611,6.496485269
424,ATL AV-BARCLAY,8/5/2017 12:00,1745.852816,1294.238218,16.15770992
425,ATL AV-BARCLAY,8/5/2017 16:00,1830.37004,2212.965377,20.32114039
426,ATL AV-BARCLAY,8/5/2017 20:00,2632.562383,3597.053873,32.63553162
427,ATL AV-BARCLAY,8/6/2017 0:00,1527.309028,1222.72986,15.2419995
428,ATL AV-BARCLAY,8/6/2017 4:00,695.9816762,462.0988283,6.117522838
429,ATL AV-BARCLAY,8/6/2017 8:00,906.7259653,689.0348946,8.601282286
430,ATL AV-BARCLAY,8/6/2017 12:00,1815.545698,1341.25374,17.46842162
431,ATL AV-BARCLAY,8/6/2017 16:00,1888.869306,2187.444007,21.53636636
432,ATL AV-BARCLAY,8/6/2017 20:00,2576.198835,3461.144913,32.65668409
433,ATL AV-BARCLAY,8/7/2017 0:00,1507.583083,1235.603058,15.16660841
434,ATL AV-BARCLAY,8/7/2017 4:00,797.2362185,535.1571957,6.73005072
435,ATL AV-BARCLAY,8/7/2017 8:00,978.3116222,744.2992801,9.00452561
436,ATL AV-BARCLAY,8/7/2017 12:00,1756.51248,1344.466698,17.11382882
437,ATL AV-BARCLAY,8/7/2017 16:00,1819.830293,2123.572854,20.7762714
438,ATL AV-BARCLAY,8/7/2017 20:00,2408.366484,3295.874436,30.9889362
439,ATL AV-BARCLAY,8/8/2017 0:00,1491.64634,1246.881502,14.93851677
440,ATL AV-BARCLAY,8/8/2017 4:00,884.2943004,602.0009073,7.237387973
441,ATL AV-BARCLAY,8/8/2017 8:00,1039.52635,794.6155605,9.3187022
442,ATL AV-BARCLAY,8/8/2017 12:00,1705.570455,1346.992335,16.74185786
443,ATL AV-BARCLAY,8/8/2017 16:00,1759.971139,2064.239165,20.10801205
444,ATL AV-BARCLAY,8/8/2017 20:00,2263.677682,3143.293138,29.44651009
445,ATL AV-BARCLAY,8/9/2017 0:00,1476.642689,1256.736183,14.74028754
446,ATL AV-BARCLAY,8/9/2017 4:00,957.1775924,663.0716389,7.68737857
447,ATL AV-BARCLAY,8/9/2017 8:00,1090.104651,840.4143794,9.592299913
448,ATL AV-BARCLAY,8/9/2017 12:00,1660.028555,1348.849328,16.3857425
449,ATL AV-BARCLAY,8/9/2017 16:00,1706.658049,2009.111087,19.46314748
450,ATL AV-BARCLAY,8/9/2017 20:00,2137.668951,3002.366539,28.01181341
451,ATL AV-BARCLAY,8/10/2017 0:00,1461.480001,1265.301895,14.52956777
452,ATL AV-BARCLAY,8/10/2017 4:00,1017.116639,718.8094302,8.075759967
453,ATL AV-BARCLAY,8/10/2017 8:00,1130.886021,882.0708708,9.819152786
454,ATL AV-BARCLAY,8/10/2017 12:00,1618.512274,1350.076974,16.03668278
455,ATL AV-BARCLAY,8/10/2017 16:00,1658.4388,1957.866174,18.85395235
456,ATL AV-BARCLAY,8/10/2017 20:00,2027.21002,2872.158005,26.67735213
457,ATL AV-BARCLAY,8/11/2017 0:00,1445.813621,1272.689852,14.31677589
458,ATL AV-BARCLAY,8/11/2017 4:00,1065.668359,769.6306726,8.409901028
459,ATL AV-BARCLAY,8/11/2017 8:00,1163.019115,919.9207657,10.0054822
460,ATL AV-BARCLAY,8/11/2017 12:00,1580.212877,1350.71975,15.69583286
461,ATL AV-BARCLAY,8/11/2017 16:00,1614.384024,1910.200517,18.27405196
462,ATL AV-BARCLAY,8/11/2017 20:00,1929.889647,2751.811466,25.4342424
463,W 4 ST-WASH SQ,8/5/2017 1:00,1890.772425,811.1039866,37.49514171
464,W 4 ST-WASH SQ,8/5/2017 5:00,352.5781647,244.826745,8.919893136
465,W 4 ST-WASH SQ,8/5/2017 9:00,865.1425346,1412.362781,32.29753543
466,W 4 ST-WASH SQ,8/5/2017 13:00,1290.243299,2149.427549,45.76024881
467,W 4 ST-WASH SQ,8/5/2017 17:00,2322.494634,2087.011166,58.23720257
468,W 4 ST-WASH SQ,8/5/2017 21:00,2918.861064,2573.572092,71.8634012
469,W 4 ST-WASH SQ,8/6/2017 1:00,2035.338152,806.4954217,37.07862401
470,W 4 ST-WASH SQ,8/6/2017 5:00,588.6744628,289.7635265,11.09041214
471,W 4 ST-WASH SQ,8/6/2017 9:00,1072.43329,1365.783219,32.25640662
472,W 4 ST-WASH SQ,8/6/2017 13:00,1470.566074,2044.629703,44.59150054
473,W 4 ST-WASH SQ,8/6/2017 17:00,2442.307803,1987.257314,56.02251698
474,W 4 ST-WASH SQ,8/6/2017 21:00,3002.47697,2435.195297,68.23693163
475,W 4 ST-WASH SQ,8/7/2017 1:00,1985.554252,865.5426464,37.44569728
476,W 4 ST-WASH SQ,8/7/2017 5:00,625.1960206,389.8547566,13.90271522
477,W 4 ST-WASH SQ,8/7/2017 9:00,1080.073088,1380.410068,33.08593906
478,W 4 ST-WASH SQ,8/7/2017 13:00,1454.462436,2005.338053,44.22116871
479,W 4 ST-WASH SQ,8/7/2017 17:00,2368.156763,1952.522602,54.56262846
480,W 4 ST-WASH SQ,8/7/2017 21:00,2894.897703,2364.882306,65.63360718
481,W 4 ST-WASH SQ,8/8/2017 1:00,1937.009882,920.5969646,37.76495676
482,W 4 ST-WASH SQ,8/8/2017 5:00,657.884047,482.6914496,16.442503
483,W 4 ST-WASH SQ,8/8/2017 9:00,1085.599088,1394.570107,33.81463321
484,W 4 ST-WASH SQ,8/8/2017 13:00,1437.633878,1969.862053,43.9007343
485,W 4 ST-WASH SQ,8/8/2017 17:00,2296.771903,1921.241565,53.2686617
486,W 4 ST-WASH SQ,8/8/2017 21:00,2792.060721,2300.84885,63.29115502
487,W 4 ST-WASH SQ,8/9/2017 1:00,1889.692814,971.9732905,38.06531182
488,W 4 ST-WASH SQ,8/9/2017 5:00,686.9436203,568.8492161,18.75636428
489,W 4 ST-WASH SQ,8/9/2017 9:00,1089.119839,1408.300256,34.48821283
490,W 4 ST-WASH SQ,8/9/2017 13:00,1420.134566,1937.898594,43.62089328
491,W 4 ST-WASH SQ,8/9/2017 17:00,2227.973349,1893.139877,52.10391059
492,W 4 ST-WASH SQ,8/9/2017 21:00,2693.688413,2242.596164,61.17996663
493,W 4 ST-WASH SQ,8/10/2017 1:00,1843.524957,1019.963755,38.34704547
494,W 4 ST-WASH SQ,8/10/2017 5:00,712.5920965,648.8585415,20.86168593
495,W 4 ST-WASH SQ,8/10/2017 9:00,1090.754314,1421.634658,35.10773975
496,W 4 ST-WASH SQ,8/10/2017 13:00,1402.004107,1909.168688,43.3778987
497,W 4 ST-WASH SQ,8/10/2017 17:00,2161.606722,1867.965012,51.05979639
498,W 4 ST-WASH SQ,8/10/2017 21:00,2599.513872,2189.6651,59.27857303
499,W 4 ST-WASH SQ,8/11/2017 1:00,1798.437736,1064.837285,38.61245662
500,W 4 ST-WASH SQ,8/11/2017 5:00,735.0330386,723.2077772,22.77853187
501,W 4 ST-WASH SQ,8/11/2017 9:00,1090.615137,1434.604748,35.67909641
502,W 4 ST-WASH SQ,8/11/2017 13:00,1383.28016,1883.415502,43.16813995
503,W 4 ST-WASH SQ,8/11/2017 17:00,2097.526794,1845.484503,50.12450167
504,W 4 ST-WASH SQ,8/11/2017 21:00,2509.286446,2141.632977,57.56703751
505,14 ST,8/5/2017 0:00,1795.554977,833.4021712,18.75932811
506,14 ST,8/5/2017 4:00,340.9332614,201.622822,4.468160489
507,14 ST,8/5/2017 8:00,358.197992,669.8187284,8.359630307
508,14 ST,8/5/2017 12:00,1308.245466,2049.174324,26.11258319
509,14 ST,8/5/2017 16:00,1765.416036,1617.357618,25.43356798
510,14 ST,8/5/2017 20:00,3051.825049,2002.313756,38.38833848
511,14 ST,8/6/2017 0:00,1903.851684,966.6159419,19.30659425
512,14 ST,8/6/2017 4:00,587.2462894,422.3782624,6.548712306
513,14 ST,8/6/2017 8:00,603.289395,818.5082722,10.01777015
514,14 ST,8/6/2017 12:00,1463.944925,2027.968802,25.85597985
515,14 ST,8/6/2017 16:00,1877.92799,1643.875453,25.24962954
516,14 ST,8/6/2017 20:00,3043.218576,1979.083011,36.80785448
517,14 ST,8/7/2017 0:00,1831.116755,977.5924794,19.18027505
518,14 ST,8/7/2017 4:00,638.2832867,495.0434252,7.797459378
519,14 ST,8/7/2017 8:00,652.8293884,850.8596297,10.8925896
520,14 ST,8/7/2017 12:00,1432.580925,1909.684824,25.02367541
521,14 ST,8/7/2017 16:00,1807.652327,1576.853238,24.48267756
522,14 ST,8/7/2017 20:00,2863.384006,1871.773943,34.79510119
523,14 ST,8/8/2017 0:00,1762.735844,982.164326,19.05728419
524,14 ST,8/8/2017 4:00,682.0549598,563.0652568,8.901361986
525,14 ST,8/8/2017 8:00,695.2319624,869.2526948,11.66288436
526,14 ST,8/8/2017 12:00,1401.667977,1797.248017,24.27085491
527,14 ST,8/8/2017 16:00,1741.473695,1503.392471,23.78816834
528,14 ST,8/8/2017 20:00,2697.942241,1760.954449,32.9890702
529,14 ST,8/9/2017 0:00,1698.268031,985.7771513,18.9373286
530,14 ST,8/9/2017 4:00,719.1962098,616.3600188,9.876059695
531,14 ST,8/9/2017 8:00,731.1343299,888.0491868,12.33993213
532,14 ST,8/9/2017 12:00,1371.149067,1700.724734,23.58895602
533,14 ST,8/9/2017 16:00,1679.005197,1444.733322,23.15829569
534,14 ST,8/9/2017 20:00,2545.543608,1670.864195,31.36748085
535,14 ST,8/10/2017 0:00,1637.349333,985.632037,18.82008148
536,14 ST,8/10/2017 4:00,750.3328616,663.4397005,10.73547897
537,14 ST,8/10/2017 8:00,761.148522,899.2759746,12.93378359
538,14 ST,8/10/2017 12:00,1340.9871,1611.373187,22.9703345
539,14 ST,8/10/2017 16:00,1619.897648,1386.21832,22.58609279
540,14 ST,8/10/2017 20:00,2404.961444,1584.001671,29.91045316
541,14 ST,8/11/2017 0:00,1579.645886,984.0250988,18.7052509
542,14 ST,8/11/2017 4:00,776.0294407,700.8807845,11.49204506
543,14 ST,8/11/2017 8:00,785.8281793,908.8413692,13.45340602
544,14 ST,8/11/2017 12:00,1311.148545,1532.550176,22.40817004
545,14 ST,8/11/2017 16:00,1563.835062,1335.872645,22.06534371
546,14 ST,8/11/2017 20:00,2275.084738,1509.332782,28.6002499
547,8 AV,8/5/2017 1:00,1226.357479,859.0751273,35.51863099
548,8 AV,8/5/2017 5:00,394.2622303,141.2253412,8.769545664
549,8 AV,8/5/2017 9:00,857.1591535,892.421977,30.18824203
550,8 AV,8/5/2017 13:00,1465.087158,1601.082888,49.51982503
551,8 AV,8/5/2017 17:00,2341.641114,1648.709262,65.52837619
552,8 AV,8/5/2017 21:00,2624.075181,1947.908365,74.96252222
553,8 AV,8/6/2017 1:00,1204.515158,804.7925145,33.678989
554,8 AV,8/6/2017 5:00,439.9298188,138.728423,9.44007211
555,8 AV,8/6/2017 9:00,868.8926178,850.7515266,28.83896572
556,8 AV,8/6/2017 13:00,1429.550979,1495.978017,46.28362619
557,8 AV,8/6/2017 17:00,2243.011092,1552.130373,60.77723354
558,8 AV,8/6/2017 21:00,2502.443855,1854.067378,69.28820552
559,8 AV,8/7/2017 1:00,1225.291918,842.2350109,34.02588469
560,8 AV,8/7/2017 5:00,517.8455461,198.6256317,12.10332855
561,8 AV,8/7/2017 9:00,914.8246751,870.5011151,29.6477354
562,8 AV,8/7/2017 13:00,1433.523549,1486.910868,45.41233427
563,8 AV,8/7/2017 17:00,2185.87697,1534.897628,58.51915362
564,8 AV,8/7/2017 21:00,2426.211317,1798.417962,66.20995617
565,8 AV,8/8/2017 1:00,1245.138968,846.4861625,34.36511156
566,8 AV,8/8/2017 5:00,590.4342172,254.6609135,14.54475307
567,8 AV,8/8/2017 9:00,957.7592521,884.5620244,30.40670595
568,8 AV,8/8/2017 13:00,1437.620409,1454.285755,44.65714999
569,8 AV,8/8/2017 17:00,2133.81236,1503.877209,56.50682272
570,8 AV,8/8/2017 21:00,2355.990579,1767.069171,63.45884444
571,8 AV,8/9/2017 1:00,1263.63346,875.4407864,34.70146862
572,8 AV,8/9/2017 5:00,658.0510265,309.0302296,16.7830764
573,8 AV,8/9/2017 9:00,997.8511719,901.8549332,31.12289742
574,8 AV,8/9/2017 13:00,1441.819428,1444.314099,44.00539603
575,8 AV,8/9/2017 17:00,2085.82942,1487.365429,54.7179132
576,8 AV,8/9/2017 21:00,2291.483699,1721.891754,61.00256975
577,8 AV,8/10/2017 1:00,1281.318921,883.3429534,35.03594668
578,8 AV,8/10/2017 5:00,720.9772156,359.7305143,18.83726586
579,8 AV,8/10/2017 9:00,1035.371267,915.6697341,31.80082474
580,8 AV,8/10/2017 13:00,1446.106201,1419.289222,43.44684017
581,8 AV,8/10/2017 17:00,2041.973049,1462.585488,53.13121615
582,8 AV,8/10/2017 21:00,2232.176774,1693.079667,58.8126576
583,8 AV,8/11/2017 1:00,1297.984623,907.2087738,35.36886109
584,8 AV,8/11/2017 5:00,779.6205281,408.5966459,20.72489241
585,8 AV,8/11/2017 9:00,1070.474413,931.5212859,32.44423816
586,8 AV,8/11/2017 13:00,1450.478762,1409.32783,42.97247859
587,8 AV,8/11/2017 17:00,2001.725466,1447.697827,51.7273683
588,8 AV,8/11/2017 21:00,2177.731883,1655.985604,56.86350898
589,7 AV,8/5/2017 1:00,1156.522403,690.2120149,17.4098556
590,7 AV,8/5/2017 5:00,367.9676421,297.3479601,6.096077203
591,7 AV,8/5/2017 9:00,1375.374192,1838.411343,31.5493708
592,7 AV,8/5/2017 13:00,1853.464421,1869.573948,34.99722075
593,7 AV,8/5/2017 17:00,2363.210619,1806.27735,36.6975695
594,7 AV,8/5/2017 21:00,2542.943495,1977.417446,42.27856205
595,7 AV,8/6/2017 1:00,1239.333003,812.0917313,18.89439656
596,7 AV,8/6/2017 5:00,640.8055626,505.0494691,9.433141733
597,7 AV,8/6/2017 9:00,1449.511636,1688.233254,30.53884765
598,7 AV,8/6/2017 13:00,1888.777706,1828.502513,33.39209779
599,7 AV,8/6/2017 17:00,2186.552068,1612.130786,34.8003932
600,7 AV,8/6/2017 21:00,2400.50609,1882.272277,39.43239968
601,7 AV,8/7/2017 1:00,1278.840744,868.0647023,20.02644151
602,7 AV,8/7/2017 5:00,730.9205555,608.7879836,12.17178541
603,7 AV,8/7/2017 9:00,1446.737866,1678.402384,29.69316091
604,7 AV,8/7/2017 13:00,1796.60982,1710.252788,32.06183753
605,7 AV,8/7/2017 17:00,2143.954411,1654.824535,33.23096186
606,7 AV,8/7/2017 21:00,2281.554357,1783.153036,37.07633582
607,7 AV,8/8/2017 1:00,1277.044534,948.4150425,20.96620147
608,7 AV,8/8/2017 5:00,835.6579519,731.899536,14.44546078
609,7 AV,8/8/2017 9:00,1426.401725,1569.125675,28.99127123
610,7 AV,8/8/2017 13:00,1739.666001,1661.420538,30.95768766
611,7 AV,8/8/2017 17:00,1971.42807,1518.36361,31.92826561
612,7 AV,8/8/2017 21:00,2118.561135,1701.243421,35.12059952
613,7 AV,8/9/2017 1:00,1294.613777,988.9303823,21.7465772
614,7 AV,8/9/2017 5:00,902.3998693,806.8230522,16.33322031
615,7 AV,8/9/2017 9:00,1417.211876,1554.166117,28.40879072
616,7 AV,8/9/2017 13:00,1673.114319,1581.131822,30.04126078
617,7 AV,8/9/2017 17:00,1913.491831,1535.438883,30.84701048
618,7 AV,8/9/2017 21:00,2018.245035,1630.863514,33.49720676
619,7 AV,8/10/2017 1:00,1293.028325,1042.651989,22.39463667
620,7 AV,8/10/2017 5:00,970.7455442,890.4910685,17.90060228
621,7 AV,8/10/2017 9:00,1400.344543,1481.890138,27.92544079
622,7 AV,8/10/2017 13:00,1625.217134,1543.215974,29.28067688
623,7 AV,8/10/2017 17:00,1800.35805,1447.889546,29.94959026
624,7 AV,8/10/2017 21:00,1903.322574,1572.336453,32.14971736
625,7 AV,8/11/2017 1:00,1299.351623,1071.640844,22.93285047
626,7 AV,8/11/2017 5:00,1017.479165,943.729736,19.20201479
627,7 AV,8/11/2017 9:00,1388.588661,1466.351331,27.52438663
628,7 AV,8/11/2017 13:00,1575.005553,1488.000746,28.64946995
629,7 AV,8/11/2017 17:00,1743.912616,1451.915908,29.20478522
630,7 AV,8/11/2017 21:00,1822.097121,1522.063827,31.03127607
631,42 ST-PORT AUTH,8/4/2017 22:00,2209.070096,1576.294747,51.55670014
632,42 ST-PORT AUTH,8/5/2017 2:00,1413.634268,480.3692347,20.95127008
633,42 ST-PORT AUTH,8/5/2017 6:00,174.2417173,192.9494241,5.84873367
634,42 ST-PORT AUTH,8/5/2017 10:00,995.8731847,1641.472547,33.05536376
635,42 ST-PORT AUTH,8/5/2017 14:00,1124.919504,1388.807548,19.96318511
636,42 ST-PORT AUTH,8/5/2017 18:00,2355.849619,1779.074227,52.95006161
637,42 ST-PORT AUTH,8/5/2017 22:00,2103.672688,1365.564961,47.60667602
638,42 ST-PORT AUTH,8/6/2017 2:00,1384.771605,390.1851056,17.72803796
639,42 ST-PORT AUTH,8/6/2017 6:00,296.0962203,134.3798627,5.015752514
640,42 ST-PORT AUTH,8/6/2017 10:00,1015.021997,1423.57356,29.18896235
641,42 ST-PORT AUTH,8/6/2017 14:00,1164.463399,1198.700295,17.8407384
642,42 ST-PORT AUTH,8/6/2017 18:00,2164.236643,1546.039826,47.73792501
643,42 ST-PORT AUTH,8/6/2017 22:00,2022.903485,1353.197906,47.00314011
644,42 ST-PORT AUTH,8/7/2017 2:00,1381.586021,485.1043688,19.04693647
645,42 ST-PORT AUTH,8/7/2017 6:00,385.7655993,257.4362691,7.573121649
646,42 ST-PORT AUTH,8/7/2017 10:00,1045.603426,1404.825884,29.69699118
647,42 ST-PORT AUTH,8/7/2017 14:00,1153.101373,1204.687418,19.37551922
648,42 ST-PORT AUTH,8/7/2017 18:00,2133.474786,1513.821547,46.8718463
649,42 ST-PORT AUTH,8/7/2017 22:00,1953.991055,1345.230451,46.33515662
650,42 ST-PORT AUTH,8/8/2017 2:00,1375.347151,572.6223379,20.42860714
651,42 ST-PORT AUTH,8/8/2017 6:00,496.4654214,369.9964533,9.886841952
652,42 ST-PORT AUTH,8/8/2017 10:00,1077.086256,1391.179641,30.28197247
653,42 ST-PORT AUTH,8/8/2017 14:00,1194.640354,1213.055284,20.7812926
654,42 ST-PORT AUTH,8/8/2017 18:00,2008.721263,1488.186392,46.15861219
655,42 ST-PORT AUTH,8/8/2017 22:00,1889.833612,1341.178664,45.7279087
656,42 ST-PORT AUTH,8/9/2017 2:00,1372.945237,653.5531138,21.77492967
657,42 ST-PORT AUTH,8/9/2017 6:00,572.4108633,473.2149409,12.04790867
658,42 ST-PORT AUTH,8/9/2017 10:00,1102.667431,1382.073701,30.88180954
659,42 ST-PORT AUTH,8/9/2017 14:00,1191.483956,1223.542025,22.11152922
660,42 ST-PORT AUTH,8/9/2017 18:00,1974.186936,1468.410253,45.55271028
661,42 ST-PORT AUTH,8/9/2017 22:00,1834.603824,1340.611844,45.20308167
662,42 ST-PORT AUTH,8/10/2017 2:00,1368.779911,728.6212507,23.06817474
663,42 ST-PORT AUTH,8/10/2017 6:00,659.6217325,568.1192662,14.08378034
664,42 ST-PORT AUTH,8/10/2017 10:00,1128.264666,1377.008656,31.48307076
665,42 ST-PORT AUTH,8/10/2017 14:00,1221.185774,1235.914576,23.3815228
666,42 ST-PORT AUTH,8/10/2017 18:00,1882.415283,1453.848671,45.03856558
667,42 ST-PORT AUTH,8/10/2017 22:00,1783.697097,1343.146664,44.76016024
668,42 ST-PORT AUTH,8/11/2017 2:00,1367.154234,798.4716062,24.30791342
669,42 ST-PORT AUTH,8/11/2017 6:00,723.3309287,655.6239405,16.00744495
670,42 ST-PORT AUTH,8/11/2017 10:00,1149.670376,1375.54003,32.08295721
671,42 ST-PORT AUTH,8/11/2017 14:00,1222.607225,1249.965509,24.59794357
672,42 ST-PORT AUTH,8/11/2017 18:00,1848.69009,1443.928074,44.60757844
673,103 ST,8/5/2017 1:00,571.7821677,702.0415969,19.51863079
674,103 ST,8/5/2017 5:00,253.5722368,249.4472689,6.166966111
675,103 ST,8/5/2017 9:00,1551.297098,733.5740958,36.722994
676,103 ST,8/5/2017 13:00,1635.962148,874.2381598,41.99987409
677,103 ST,8/5/2017 17:00,1704.971224,1091.497681,47.01466118
678,103 ST,8/5/2017 21:00,1630.37318,1291.208762,49.39675177
679,103 ST,8/6/2017 1:00,606.003216,671.4661955,21.67563667
680,103 ST,8/6/2017 5:00,355.3866019,306.8685197,9.838350088
681,103 ST,8/6/2017 9:00,1398.685809,702.1086526,37.37067023
682,103 ST,8/6/2017 13:00,1520.324673,826.5505386,42.21230788
683,103 ST,8/6/2017 17:00,1571.33893,1007.153223,46.83701654
684,103 ST,8/6/2017 21:00,1513.191316,1170.952306,48.86697661
685,103 ST,8/7/2017 1:00,686.9428391,688.5699977,22.45461159
686,103 ST,8/7/2017 5:00,474.3546012,387.7343363,11.76417569
687,103 ST,8/7/2017 9:00,1387.001319,714.4517811,36.66507493
688,103 ST,8/7/2017 13:00,1466.813016,820.1776937,41.06721003
689,103 ST,8/7/2017 17:00,1509.699644,968.2172726,45.22147251
690,103 ST,8/7/2017 21:00,1460.868776,1107.210458,47.09154532
691,103 ST,8/8/2017 1:00,761.0566491,704.6639386,23.14716679
692,103 ST,8/8/2017 5:00,582.3898364,454.6838053,13.47207602
