,Station,Time,Forecast(Entry/h),",Forecast(Exit/h)",Forecast(Traffic/h_turnstl)
693,103 ST,8/8/2017 9:00,1339.791679,726.44146,36.01270636
694,103 ST,8/8/2017 13:00,1422.984522,815.0044667,39.9975932
695,103 ST,8/8/2017 17:00,1458.851643,938.1849419,43.76119745
696,103 ST,8/8/2017 21:00,1417.650758,1054.098071,45.45044216
697,103 ST,8/9/2017 1:00,823.6694373,719.4302483,23.75639085
698,103 ST,8/9/2017 5:00,671.1174246,511.268382,14.99833363
699,103 ST,8/9/2017 9:00,1324.887978,737.6098294,35.40275307
700,103 ST,8/9/2017 13:00,1386.344084,811.5379041,39.01032012
701,103 ST,8/9/2017 17:00,1417.01027,914.0831458,42.41665854
702,103 ST,8/9/2017 21:00,1381.953015,1010.797692,43.94650148
703,103 ST,8/10/2017 1:00,879.1706445,732.7688246,24.28786561
704,103 ST,8/10/2017 5:00,750.1597542,559.3233116,16.35973206
705,103 ST,8/10/2017 9:00,1298.951421,747.9311098,34.83065868
706,103 ST,8/10/2017 13:00,1356.77209,809.5726251,38.09635948
707,103 ST,8/10/2017 17:00,1382.670028,895.0206444,41.17999556
708,103 ST,8/10/2017 21:00,1352.95271,975.6370126,42.56478289
709,103 ST,8/11/2017 1:00,926.8822596,744.8737762,24.74901551
710,103 ST,8/11/2017 5:00,816.9903777,600.328605,17.57214481
711,103 ST,8/11/2017 9:00,1286.984382,757.5125966,34.29278357
712,103 ST,8/11/2017 13:00,1332.670553,808.8937503,37.24903543
713,103 ST,8/11/2017 17:00,1354.750736,880.1031558,40.04045631
714,103 ST,8/11/2017 21:00,1329.480757,947.2971309,41.29403744
715,125 ST,8/5/2017 0:00,1155.579542,1123.586167,27.08602372
716,125 ST,8/5/2017 4:00,295.2505098,318.6655641,7.232699751
717,125 ST,8/5/2017 8:00,867.7860907,641.2490612,18.45994225
718,125 ST,8/5/2017 12:00,2094.979006,1463.426945,42.68528484
719,125 ST,8/5/2017 16:00,1928.40309,1521.61533,40.80790073
720,125 ST,8/5/2017 20:00,2345.828205,2043.18859,52.48742469
721,125 ST,8/6/2017 0:00,1223.4302,1115.317139,27.91467598
722,125 ST,8/6/2017 4:00,431.8465441,353.3983399,9.340369585
723,125 ST,8/6/2017 8:00,968.2159666,649.2412967,19.72684446
724,125 ST,8/6/2017 12:00,2105.662952,1415.83004,42.36194193
725,125 ST,8/6/2017 16:00,1953.420992,1475.174864,40.88870307
726,125 ST,8/6/2017 20:00,2339.72004,1951.454399,51.49796089
727,125 ST,8/7/2017 0:00,1226.593075,1117.426203,27.93350732
728,125 ST,8/7/2017 4:00,493.8419148,410.7063669,10.66835697
729,125 ST,8/7/2017 8:00,988.7541383,686.9117258,20.35048831
730,125 ST,8/7/2017 12:00,2039.713458,1400.166292,41.39639759
731,125 ST,8/7/2017 16:00,1898.686106,1454.40639,39.95835802
732,125 ST,8/7/2017 20:00,2255.777873,1899.472169,49.89634925
733,125 ST,8/8/2017 0:00,1225.928265,1123.047693,27.9373084
734,125 ST,8/8/2017 4:00,548.6535652,464.7905265,11.86234211
735,125 ST,8/8/2017 8:00,1006.378681,721.7093653,20.87024047
736,125 ST,8/8/2017 12:00,1978.14214,1385.628597,40.46378121
737,125 ST,8/8/2017 16:00,1847.809642,1436.304426,39.14159139
738,125 ST,8/8/2017 20:00,2177.960857,1850.215949,48.37584208
739,125 ST,8/9/2017 0:00,1224.949915,1127.920281,27.93404745
740,125 ST,8/9/2017 4:00,598.7544465,515.3299892,12.97375144
741,125 ST,8/9/2017 8:00,1021.908723,754.4913695,21.35867355
742,125 ST,8/9/2017 12:00,1920.317811,1372.432391,39.59393481
743,125 ST,8/9/2017 16:00,1799.8113,1419.56278,38.35936195
744,125 ST,8/9/2017 20:00,2105.046174,1804.880733,46.95782837
745,125 ST,8/10/2017 0:00,1223.099649,1132.867466,27.92259998
746,125 ST,8/10/2017 4:00,644.1656637,562.6746631,13.99809339
747,125 ST,8/10/2017 8:00,1035.391469,785.2708868,21.8020765
748,125 ST,8/10/2017 12:00,1866.005288,1360.428447,38.77471165
749,125 ST,8/10/2017 16:00,1754.594561,1404.302652,37.62660499
750,125 ST,8/10/2017 20:00,2036.795052,1762.929299,45.62864486
751,125 ST,8/11/2017 0:00,1220.545911,1137.735896,27.90392925
752,125 ST,8/11/2017 4:00,685.3004432,607.0256863,14.9438846
753,125 ST,8/11/2017 8:00,1047.00138,814.2108426,22.20743314
754,125 ST,8/11/2017 12:00,1814.932027,1349.545033,38.00450415
755,125 ST,8/11/2017 16:00,1711.928643,1390.380103,36.93567879
756,125 ST,8/11/2017 20:00,1972.832723,1724.178393,44.38373691
757,FOREST HILLS 71,8/5/2017 1:00,435.3870576,447.1856604,8.532488652
758,FOREST HILLS 71,8/5/2017 5:00,303.9804112,94.18318601,4.881183546
759,FOREST HILLS 71,8/5/2017 9:00,2563.337315,359.274885,27.66670035
760,FOREST HILLS 71,8/5/2017 13:00,1590.38627,469.4833941,21.7748307
761,FOREST HILLS 71,8/5/2017 17:00,1354.252147,853.5177536,23.45616127
762,FOREST HILLS 71,8/5/2017 21:00,1202.168889,1280.843497,25.88739852
763,FOREST HILLS 71,8/6/2017 1:00,392.3931544,432.6641985,7.923672336
764,FOREST HILLS 71,8/6/2017 5:00,282.5244212,135.7688281,4.541722358
765,FOREST HILLS 71,8/6/2017 9:00,1976.417152,316.7193853,24.27970493
766,FOREST HILLS 71,8/6/2017 13:00,1339.54175,453.4358547,19.24082356
767,FOREST HILLS 71,8/6/2017 17:00,1134.127469,790.8807748,20.57352017
768,FOREST HILLS 71,8/6/2017 21:00,1044.669021,1165.926033,22.7037842
769,FOREST HILLS 71,8/7/2017 1:00,527.4075954,451.0382763,9.767635406
770,FOREST HILLS 71,8/7/2017 5:00,430.4069419,173.6686183,6.798302412
771,FOREST HILLS 71,8/7/2017 9:00,2010.317659,371.4174462,23.8604103
772,FOREST HILLS 71,8/7/2017 13:00,1342.485415,478.1198789,19.46108914
773,FOREST HILLS 71,8/7/2017 17:00,1170.718172,788.156613,20.59486091
774,FOREST HILLS 71,8/7/2017 21:00,1066.706837,1148.381579,22.41839307
775,FOREST HILLS 71,8/8/2017 1:00,643.8382663,452.3806064,11.26564041
776,FOREST HILLS 71,8/8/2017 5:00,563.2475505,207.8772124,8.685877765
777,FOREST HILLS 71,8/8/2017 9:00,1801.093442,361.7721449,23.43023822
778,FOREST HILLS 71,8/8/2017 13:00,1321.843694,475.724391,19.61518867
779,FOREST HILLS 71,8/8/2017 17:00,1174.346343,755.569356,20.5888096
780,FOREST HILLS 71,8/8/2017 21:00,1104.852907,1073.975422,22.15923549
781,FOREST HILLS 71,8/9/2017 1:00,744.1845935,467.4640119,12.5661564
782,FOREST HILLS 71,8/9/2017 5:00,674.5848534,238.6598673,10.33119399
783,FOREST HILLS 71,8/9/2017 9:00,1789.315221,397.7785622,23.08149757
784,FOREST HILLS 71,8/9/2017 13:00,1325.315683,490.8179072,19.77993054
785,FOREST HILLS 71,8/9/2017 17:00,1201.68998,748.4290992,20.62063728
786,FOREST HILLS 71,8/9/2017 21:00,1130.195796,1048.007769,21.97810425
787,FOREST HILLS 71,8/10/2017 1:00,834.4477027,471.7342488,13.73787971
788,FOREST HILLS 71,8/10/2017 5:00,776.3680932,266.9449074,11.80441742
789,FOREST HILLS 71,8/10/2017 9:00,1674.764933,398.5404516,22.83264515
790,FOREST HILLS 71,8/10/2017 13:00,1321.284455,491.9789783,19.97695286
791,FOREST HILLS 71,8/10/2017 17:00,1215.756746,725.8437526,20.70419175
792,FOREST HILLS 71,8/10/2017 21:00,1163.747834,993.5827881,21.87846073
793,FOREST HILLS 71,8/11/2017 1:00,914.7632472,482.9457499,14.80906014
794,FOREST HILLS 71,8/11/2017 5:00,865.0100103,292.7365928,13.13688302
795,FOREST HILLS 71,8/11/2017 9:00,1656.000564,423.0162723,22.67587526
796,FOREST HILLS 71,8/11/2017 13:00,1330.245724,502.3680709,20.20600551
797,FOREST HILLS 71,8/11/2017 17:00,1241.497335,717.20318,20.83517014
798,FOREST HILLS 71,8/11/2017 21:00,1191.718382,966.4097144,21.85097507
799,DELANCEY/ESSEX,8/5/2017 1:00,932.7165849,560.1912368,19.42497245
800,DELANCEY/ESSEX,8/5/2017 5:00,303.2607726,139.7844794,6.646421559
801,DELANCEY/ESSEX,8/5/2017 9:00,906.6230375,666.2695994,21.31241623
802,DELANCEY/ESSEX,8/5/2017 13:00,1106.35885,772.4050063,25.53485895
803,DELANCEY/ESSEX,8/5/2017 17:00,1409.335224,1014.1524,32.38552212
804,DELANCEY/ESSEX,8/5/2017 21:00,1424.264745,1303.672322,36.7428
805,DELANCEY/ESSEX,8/6/2017 1:00,910.9860905,530.3691867,17.5753282
806,DELANCEY/ESSEX,8/6/2017 5:00,388.887911,168.8680582,6.488066401
807,DELANCEY/ESSEX,8/6/2017 9:00,892.1391538,630.2217204,19.25762691
808,DELANCEY/ESSEX,8/6/2017 13:00,1075.919389,733.6398752,23.22588861
809,DELANCEY/ESSEX,8/6/2017 17:00,1299.857693,934.0416048,28.97664794
810,DELANCEY/ESSEX,8/6/2017 21:00,1350.441603,1212.205677,33.41061116
811,DELANCEY/ESSEX,8/7/2017 1:00,919.2314807,549.1467099,18.33939376
812,DELANCEY/ESSEX,8/7/2017 5:00,472.4096998,222.533005,8.222753708
813,DELANCEY/ESSEX,8/7/2017 9:00,908.4612832,641.4248368,19.81697813
814,DELANCEY/ESSEX,8/7/2017 13:00,1059.597617,729.9684771,23.38384436
815,DELANCEY/ESSEX,8/7/2017 17:00,1265.066935,918.259012,28.69397425
816,DELANCEY/ESSEX,8/7/2017 21:00,1294.018324,1157.507241,32.39782109
817,DELANCEY/ESSEX,8/8/2017 1:00,931.4256004,568.5833274,19.00920888
818,DELANCEY/ESSEX,8/8/2017 5:00,547.0628351,281.4715881,10.05438676
819,DELANCEY/ESSEX,8/8/2017 9:00,919.4151274,651.0938421,20.34723923
820,DELANCEY/ESSEX,8/8/2017 13:00,1050.633624,732.3876157,23.55504338
821,DELANCEY/ESSEX,8/8/2017 17:00,1222.369318,895.7301463,28.21130292
822,DELANCEY/ESSEX,8/8/2017 21:00,1251.78934,1113.082605,31.70707864
823,DELANCEY/ESSEX,8/9/2017 1:00,939.711147,589.193183,19.67902196
824,DELANCEY/ESSEX,8/9/2017 5:00,611.3149116,332.098553,11.58463519
825,DELANCEY/ESSEX,8/9/2017 9:00,930.4475726,662.827573,20.87347823
826,DELANCEY/ESSEX,8/9/2017 13:00,1042.399436,734.1058342,23.74765803
827,DELANCEY/ESSEX,8/9/2017 17:00,1190.717895,881.6122084,27.98369978
828,DELANCEY/ESSEX,8/9/2017 21:00,1214.527034,1073.03437,31.01563738
829,DELANCEY/ESSEX,8/10/2017 1:00,948.4034057,607.2062456,20.30122244
830,DELANCEY/ESSEX,8/10/2017 5:00,666.8484335,379.1109419,13.08252074
831,DELANCEY/ESSEX,8/10/2017 9:00,940.1352183,672.6865746,21.37562458
832,DELANCEY/ESSEX,8/10/2017 13:00,1036.124373,736.6539367,23.95504781
833,DELANCEY/ESSEX,8/10/2017 17:00,1162.807087,866.9433797,27.71665362
834,DELANCEY/ESSEX,8/10/2017 21:00,1183.60523,1038.307958,30.49763661
835,DELANCEY/ESSEX,8/11/2017 1:00,956.0367849,624.0464677,20.90649028
836,DELANCEY/ESSEX,8/11/2017 5:00,714.9814248,420.6506405,14.40977182
837,DELANCEY/ESSEX,8/11/2017 9:00,949.0590525,682.3533547,21.86804806
838,DELANCEY/ESSEX,8/11/2017 13:00,1031.246652,739.0391593,24.17998637
839,DELANCEY/ESSEX,8/11/2017 17:00,1139.848301,855.4911819,27.5751522
840,DELANCEY/ESSEX,8/11/2017 21:00,1157.543876,1007.557574,30.03169164
841,BEDFORD AV,8/5/2017 0:00,1248.467217,1707.391961,57.46292161
842,BEDFORD AV,8/5/2017 4:00,412.2031345,444.0277681,17.8105446
843,BEDFORD AV,8/5/2017 8:00,604.1583024,548.7650536,24.83706819
844,BEDFORD AV,8/5/2017 12:00,1875.901608,1091.705819,59.50867003
845,BEDFORD AV,8/5/2017 16:00,1298.050136,1578.091725,53.11703336
846,BEDFORD AV,8/5/2017 20:00,1615.600156,2803.275217,87.72425224
847,BEDFORD AV,8/6/2017 0:00,986.0704456,1287.212866,44.39717602
848,BEDFORD AV,8/6/2017 4:00,320.9778627,347.3774008,10.18262152
849,BEDFORD AV,8/6/2017 8:00,483.7939921,407.3349678,16.86128178
850,BEDFORD AV,8/6/2017 12:00,1461.397219,763.0332125,47.49266389
851,BEDFORD AV,8/6/2017 16:00,1024.331145,1234.934053,41.51387191
852,BEDFORD AV,8/6/2017 20:00,1265.630445,2332.749617,71.7569441
853,BEDFORD AV,8/7/2017 0:00,1009.050039,1277.994453,45.3021648
854,BEDFORD AV,8/7/2017 4:00,490.5443104,457.006683,15.07371173
855,BEDFORD AV,8/7/2017 8:00,622.3714272,594.5074323,21.12259784
856,BEDFORD AV,8/7/2017 12:00,1378.468627,889.2751316,48.35263218
857,BEDFORD AV,8/7/2017 16:00,1043.704117,1208.106708,43.13973686
858,BEDFORD AV,8/7/2017 20:00,1229.798969,2163.60868,69.86431394
859,BEDFORD AV,8/8/2017 0:00,1042.728753,1343.707538,46.63321703
860,BEDFORD AV,8/8/2017 4:00,640.3165676,601.9308462,19.84572613
861,BEDFORD AV,8/8/2017 8:00,744.6514883,683.4416937,25.16504574
862,BEDFORD AV,8/8/2017 12:00,1330.586567,991.0428765,49.24764788
863,BEDFORD AV,8/8/2017 16:00,1072.664421,1267.687518,44.6663265
864,BEDFORD AV,8/8/2017 20:00,1216.916603,2012.985023,68.31985672
865,BEDFORD AV,8/9/2017 0:00,1081.974765,1345.521927,48.01310629
866,BEDFORD AV,8/9/2017 4:00,770.1222611,769.608901,24.32550757
867,BEDFORD AV,8/9/2017 8:00,851.8849925,807.9524748,29.01648282
868,BEDFORD AV,8/9/2017 12:00,1306.232163,1034.450898,50.29772151
869,BEDFORD AV,8/9/2017 16:00,1106.964306,1306.383968,46.24300059
870,BEDFORD AV,8/9/2017 20:00,1218.944363,1947.23688,67.15771823
871,BEDFORD AV,8/10/2017 0:00,1123.745379,1352.938156,49.43049378
872,BEDFORD AV,8/10/2017 4:00,882.1612176,871.1482869,28.49221664
873,BEDFORD AV,8/10/2017 8:00,945.9358217,940.1608617,32.64123325
874,BEDFORD AV,8/10/2017 12:00,1298.288918,1114.755269,51.45538113
875,BEDFORD AV,8/10/2017 16:00,1144.124642,1315.681199,47.86828657
876,BEDFORD AV,8/10/2017 20:00,1231.066405,1878.96132,66.35760214
877,BEDFORD AV,8/11/2017 0:00,1166.402501,1403.414237,50.90521139
878,BEDFORD AV,8/11/2017 4:00,979.2511897,970.0662869,32.39373891
879,BEDFORD AV,8/11/2017 8:00,1028.875379,1024.142651,36.06293097
880,BEDFORD AV,8/11/2017 12:00,1302.11921,1198.236121,52.69766969
881,BEDFORD AV,8/11/2017 16:00,1182.76129,1360.474893,49.52646765
882,BEDFORD AV,8/11/2017 20:00,1250.247485,1811.447954,65.87302651
883,86 ST-2 AVE,8/5/2017 1:00,548.797557,586.142279,17.46394338
884,86 ST-2 AVE,8/5/2017 5:00,208.2927469,115.9370387,6.233127067
885,86 ST-2 AVE,8/5/2017 9:00,1348.94003,364.0405976,31.81496452
886,86 ST-2 AVE,8/5/2017 13:00,1223.005164,654.1665933,32.45209862
887,86 ST-2 AVE,8/5/2017 17:00,1083.620505,965.7991167,34.46224604
888,86 ST-2 AVE,8/5/2017 21:00,1345.746336,1233.999633,42.87740011
889,86 ST-2 AVE,8/6/2017 1:00,514.9564063,594.1778249,15.2118214
890,86 ST-2 AVE,8/6/2017 5:00,247.8583181,177.8173327,6.529982945
891,86 ST-2 AVE,8/6/2017 9:00,1085.599747,381.2165852,27.31713886
892,86 ST-2 AVE,8/6/2017 13:00,985.3253563,674.6295864,27.72645156
893,86 ST-2 AVE,8/6/2017 17:00,891.1893594,954.1899266,29.03039145
894,86 ST-2 AVE,8/6/2017 21:00,1079.046575,1213.825748,36.13009971
895,86 ST-2 AVE,8/7/2017 1:00,614.0164839,589.1069273,17.25892222
896,86 ST-2 AVE,8/7/2017 5:00,418.4857377,207.0099154,9.814684324
897,86 ST-2 AVE,8/7/2017 9:00,1031.269864,391.4632586,27.20584323
898,86 ST-2 AVE,8/7/2017 13:00,958.0553865,669.7292337,27.6155247
899,86 ST-2 AVE,8/7/2017 17:00,890.9722165,926.917636,28.86020407
900,86 ST-2 AVE,8/7/2017 21:00,1027.919968,1172.282641,34.6859025
901,86 ST-2 AVE,8/8/2017 1:00,696.9317731,586.5400633,19.00418862
902,86 ST-2 AVE,8/8/2017 5:00,554.6957492,232.0856907,12.95762603
903,86 ST-2 AVE,8/8/2017 9:00,1001.589381,402.4572801,27.28515097
904,86 ST-2 AVE,8/8/2017 13:00,948.4452019,663.5986931,27.59138043
905,86 ST-2 AVE,8/8/2017 17:00,899.9213822,902.3926895,28.54408213
906,86 ST-2 AVE,8/8/2017 21:00,999.8298374,1132.377413,33.39774351
907,86 ST-2 AVE,8/9/2017 1:00,765.8153212,584.7210417,20.58578324
908,86 ST-2 AVE,8/9/2017 5:00,662.3310265,254.6395399,15.5185402
909,86 ST-2 AVE,8/9/2017 9:00,987.9941098,413.052322,27.42765169
910,86 ST-2 AVE,8/9/2017 13:00,949.3741424,657.2309008,27.69719006
911,86 ST-2 AVE,8/9/2017 17:00,914.1257805,879.6750207,28.52390938
912,86 ST-2 AVE,8/9/2017 21:00,986.9654613,1094.629112,32.53233415
913,86 ST-2 AVE,8/10/2017 1:00,823.4329916,583.0778659,21.98980004
914,86 ST-2 AVE,8/10/2017 5:00,748.1022209,275.2735703,17.81899996
915,86 ST-2 AVE,8/10/2017 9:00,985.3608719,422.91481,27.66737732
916,86 ST-2 AVE,8/10/2017 13:00,957.2638203,650.9409358,27.88315394
917,86 ST-2 AVE,8/10/2017 17:00,931.6194727,858.3953436,28.55028178
918,86 ST-2 AVE,8/10/2017 21:00,984.7000917,1059.100142,31.87742291
919,86 ST-2 AVE,8/11/2017 1:00,872.4627971,581.4272725,23.26666286
920,86 ST-2 AVE,8/11/2017 5:00,817.6085127,294.2584956,19.79804805
921,86 ST-2 AVE,8/11/2017 9:00,990.4431374,431.9753244,27.96627333
922,86 ST-2 AVE,8/11/2017 13:00,969.989022,644.8219121,28.14863666
923,86 ST-2 AVE,8/11/2017 17:00,951.3197827,838.3759388,28.70984356
924,86 ST-2 AVE,8/11/2017 21:00,989.9921948,1025.710096,31.46348457
925,JAY ST-METROTEC,8/5/2017 0:00,1028.165588,658.3381385,11.19025578
926,JAY ST-METROTEC,8/5/2017 4:00,250.647797,237.4453518,2.893119298
927,JAY ST-METROTEC,8/5/2017 8:00,483.7737453,663.8172952,8.270080723
928,JAY ST-METROTEC,8/5/2017 12:00,1584.84234,1827.187192,23.90755453
929,JAY ST-METROTEC,8/5/2017 16:00,2291.920063,1078.402076,23.14038941
930,JAY ST-METROTEC,8/5/2017 20:00,3451.353928,1143.064508,31.34245427
931,JAY ST-METROTEC,8/6/2017 0:00,1402.507135,691.0340351,14.84949912
932,JAY ST-METROTEC,8/6/2017 4:00,746.0163336,363.9535868,7.739721605
933,JAY ST-METROTEC,8/6/2017 8:00,965.7197868,722.9421481,12.34646725
934,JAY ST-METROTEC,8/6/2017 12:00,1874.7527,1620.381303,25.7446841
935,JAY ST-METROTEC,8/6/2017 16:00,2481.73089,1012.961604,25.08732555
936,JAY ST-METROTEC,8/6/2017 20:00,3432.831367,1065.732389,32.11491139
937,JAY ST-METROTEC,8/7/2017 0:00,1388.699525,719.509195,14.70766177
938,JAY ST-METROTEC,8/7/2017 4:00,825.5871867,454.9574104,8.61593721
939,JAY ST-METROTEC,8/7/2017 8:00,999.3437007,731.3090017,12.56303752
940,JAY ST-METROTEC,8/7/2017 12:00,1792.371681,1460.127123,24.04275067
941,JAY ST-METROTEC,8/7/2017 16:00,2306.618419,981.8101129,23.47951973
942,JAY ST-METROTEC,8/7/2017 20:00,3140.368272,1023.208425,29.50081888
943,JAY ST-METROTEC,8/8/2017 0:00,1359.746939,744.3389827,14.50974235
944,JAY ST-METROTEC,8/8/2017 4:00,882.3863157,535.6468026,9.290297551
945,JAY ST-METROTEC,8/8/2017 8:00,1038.986343,760.3715408,12.67220885
946,JAY ST-METROTEC,8/8/2017 12:00,1702.834615,1333.885275,22.50813108
947,JAY ST-METROTEC,8/8/2017 16:00,2142.819631,950.3331773,22.02554971
948,JAY ST-METROTEC,8/8/2017 20:00,2838.252598,983.6066959,27.18465337
949,JAY ST-METROTEC,8/9/2017 0:00,1332.293075,763.4182106,14.26377587
950,JAY ST-METROTEC,8/9/2017 4:00,924.0457374,596.2544244,9.791708278
951,JAY ST-METROTEC,8/9/2017 8:00,1052.013703,772.9503296,12.68936052
952,JAY ST-METROTEC,8/9/2017 12:00,1625.139372,1233.035478,21.1168678
953,JAY ST-METROTEC,8/9/2017 16:00,1998.829122,928.8749298,20.70338771
954,JAY ST-METROTEC,8/9/2017 20:00,2600.847181,955.2238152,25.12375447
955,JAY ST-METROTEC,8/10/2017 0:00,1296.937328,779.3077247,13.97664225
956,JAY ST-METROTEC,8/10/2017 4:00,950.0900256,646.6570923,10.14493421
957,JAY ST-METROTEC,8/10/2017 8:00,1062.595305,788.476487,12.62766891
958,JAY ST-METROTEC,8/10/2017 12:00,1546.1007,1153.233163,19.8484335
959,JAY ST-METROTEC,8/10/2017 16:00,1865.234375,910.3836255,19.49416001
960,JAY ST-METROTEC,8/10/2017 20:00,2372.09275,931.4395314,23.28157029
961,JAY ST-METROTEC,8/11/2017 0:00,1260.698967,791.9793808,13.65423624
962,JAY ST-METROTEC,8/11/2017 4:00,964.5612502,686.1108848,10.37119408
963,JAY ST-METROTEC,8/11/2017 8:00,1058.199951,798.5117248,12.49842366
964,JAY ST-METROTEC,8/11/2017 12:00,1473.203633,1089.789435,18.68524018
965,JAY ST-METROTEC,8/11/2017 16:00,1744.627175,896.6987945,18.38169545
966,JAY ST-METROTEC,8/11/2017 20:00,2180.332713,913.4315371,21.62678289
967,GRAND ST,8/5/2017 0:00,1279.944663,705.8702511,35.50730969
968,GRAND ST,8/5/2017 4:00,345.2898698,220.7844173,10.26855308
969,GRAND ST,8/5/2017 8:00,567.6568603,713.4356444,23.15654849
970,GRAND ST,8/5/2017 12:00,1507.569405,1654.858035,56.3545714
971,GRAND ST,8/5/2017 16:00,1808.387606,1034.127761,50.42204308
972,GRAND ST,8/5/2017 20:00,2778.142082,1319.031775,73.27807131
973,GRAND ST,8/6/2017 0:00,1484.653345,830.5519621,42.20948081
974,GRAND ST,8/6/2017 4:00,620.2017631,382.3795639,18.98452076
975,GRAND ST,8/6/2017 8:00,843.9014162,838.2392235,31.39693308
976,GRAND ST,8/6/2017 12:00,1731.539372,1706.259519,62.65957387
977,GRAND ST,8/6/2017 16:00,2022.03297,1136.450934,57.11297361
978,GRAND ST,8/6/2017 20:00,2930.315341,1399.820162,78.46779204
979,GRAND ST,8/7/2017 0:00,1434.899642,813.5687745,40.72844087
980,GRAND ST,8/7/2017 4:00,627.131271,401.4206486,18.92598286
981,GRAND ST,8/7/2017 8:00,833.4706263,819.7791387,30.54181999
982,GRAND ST,8/7/2017 12:00,1660.112278,1617.265058,59.83759172
983,GRAND ST,8/7/2017 16:00,1929.751711,1093.054218,54.6522378
984,GRAND ST,8/7/2017 20:00,2776.702038,1334.870612,74.66960698
985,GRAND ST,8/8/2017 0:00,1378.712741,794.2809791,39.23381818
986,GRAND ST,8/8/2017 4:00,625.2320415,415.2932677,18.80713233
987,GRAND ST,8/8/2017 8:00,818.0886489,800.0452035,29.68875706
988,GRAND ST,8/8/2017 12:00,1589.574353,1533.368505,57.13483244
989,GRAND ST,8/8/2017 16:00,1841.349987,1051.415641,52.27532747
990,GRAND ST,8/8/2017 20:00,2631.634582,1273.796737,71.02966263
991,GRAND ST,8/9/2017 0:00,1324.350791,775.0435961,37.747541
992,GRAND ST,8/9/2017 4:00,621.3186858,426.5842128,18.60958577
993,GRAND ST,8/9/2017 8:00,801.2078318,780.3242047,28.80511368
994,GRAND ST,8/9/2017 12:00,1520.982294,1454.56166,54.5201515
995,GRAND ST,8/9/2017 16:00,1755.863705,1011.423445,49.96718521
996,GRAND ST,8/9/2017 20:00,2493.199076,1215.882778,67.53854108
997,GRAND ST,8/10/2017 0:00,1270.572513,755.6280833,36.27408296
998,GRAND ST,8/10/2017 4:00,614.6384875,435.2368568,18.34322986
999,GRAND ST,8/10/2017 8:00,782.4842009,760.4852857,27.89565602
1000,GRAND ST,8/10/2017 12:00,1454.047124,1380.414108,51.98870575
1001,GRAND ST,8/10/2017 16:00,1673.198433,972.9723132,47.72292851
1002,GRAND ST,8/10/2017 20:00,2361.142858,1160.963389,64.18596891
1003,GRAND ST,8/11/2017 0:00,1217.498555,736.1016687,34.811964
1004,GRAND ST,8/11/2017 4:00,605.5034912,441.5184802,18.01211021
1005,GRAND ST,8/11/2017 8:00,762.1046272,740.5671477,26.96201082
1006,GRAND ST,8/11/2017 12:00,1388.680493,1310.559362,49.53537672
1007,GRAND ST,8/11/2017 16:00,1593.150793,935.9374284,45.53866474
1008,GRAND ST,8/11/2017 20:00,2235.011237,1108.785312,60.96328936
1009,72 ST-2 AVE,8/5/2017 1:00,527.7149992,414.1127858,13.55720563
1010,72 ST-2 AVE,8/5/2017 5:00,155.968845,195.5129285,4.563699398
1011,72 ST-2 AVE,8/5/2017 9:00,1021.649075,1330.931965,35.24418868
1012,72 ST-2 AVE,8/5/2017 13:00,1101.81607,1323.987541,35.92348834
1013,72 ST-2 AVE,8/5/2017 17:00,1782.581634,1039.116537,41.12570716
1014,72 ST-2 AVE,8/5/2017 21:00,1891.667946,1113.492347,44.16839074
1015,72 ST-2 AVE,8/6/2017 1:00,617.8142427,453.0470195,15.8028883
1016,72 ST-2 AVE,8/6/2017 5:00,299.3845102,275.1833608,8.373930983
1017,72 ST-2 AVE,8/6/2017 9:00,1052.731788,1208.153446,34.67323341
1018,72 ST-2 AVE,8/6/2017 13:00,1141.919386,1220.304676,35.50487529
1019,72 ST-2 AVE,8/6/2017 17:00,1727.246213,959.9791603,39.48612804
1020,72 ST-2 AVE,8/6/2017 21:00,1838.454245,1047.923282,42.6986618
1021,72 ST-2 AVE,8/7/2017 1:00,650.0661558,536.2702458,17.39931408
1022,72 ST-2 AVE,8/7/2017 5:00,354.3119508,363.5044917,10.44730807
1023,72 ST-2 AVE,8/7/2017 9:00,1044.37304,1171.637283,34.01743361
1024,72 ST-2 AVE,8/7/2017 13:00,1121.168544,1166.1654,34.48078671
1025,72 ST-2 AVE,8/7/2017 17:00,1656.878279,962.4463211,38.38896456
1026,72 ST-2 AVE,8/7/2017 21:00,1754.649154,1023.264392,40.86845281
1027,72 ST-2 AVE,8/8/2017 1:00,677.9216997,583.9410115,18.42573403
1028,72 ST-2 AVE,8/8/2017 5:00,415.7456511,458.4295877,12.66297214
1029,72 ST-2 AVE,8/8/2017 9:00,1032.436756,1114.697539,32.89845361
1030,72 ST-2 AVE,8/8/2017 13:00,1103.040874,1120.432134,33.47969975
1031,72 ST-2 AVE,8/8/2017 17:00,1581.869983,941.2924402,36.63445489
1032,72 ST-2 AVE,8/8/2017 21:00,1671.205592,1000.520545,39.0041835
1033,72 ST-2 AVE,8/9/2017 1:00,702.4360758,642.706558,19.55752889
1034,72 ST-2 AVE,8/9/2017 5:00,464.5755917,524.610895,14.3259373
1035,72 ST-2 AVE,8/9/2017 9:00,1022.240986,1086.858011,32.24393942
1036,72 ST-2 AVE,8/9/2017 13:00,1085.284014,1084.614165,32.64422574
